Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
Cabo Verde,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","6,080.13","6,250.74","6,245.69","6,221.66","6,184.41","6,170.77","6,381.56","6,535.10","7,523.11","7,855.85","6,615.62","6,995.33","7,638.78",2018
Cabo Verde,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","275,821.92","291,150.91","292,524.17","295,561.24","293,360.35","297,795.54","307,254.39","316,803.08","370,255.92","388,808.84","324,603.79","349,279.25","408,105.41",2018
Cabo Verde,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,312.04","3,672.58","3,388.88","3,557.87","3,532.99","2,996.36","3,082.16","3,239.07","3,963.62","3,947.49","3,359.76","3,748.98","3,900.54",2018
Cabo Verde,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,582.80","5,858.70","5,719.98","5,699.74","5,658.99","5,902.47","6,224.24","6,535.10","7,703.98","8,189.01","6,986.19","7,718.98","9,019.50",2018
Cabo Verde,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,
Cabo Verde,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,2021
Cabo Verde,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",49.406,49.695,51.141,51.855,51.84,50.453,49.364,48.477,48.06,47.479,46.464,45.249,45.247,2021
Cabo Verde,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 Notes: The national accounts data have been revised from 2002 onward. The new data are obtained through a new computation methodology that uses an updated input-output table. The base year for the constant prices data is 2007. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: Yes, from 2011 Primary domestic currency: Cabo Verdean escudo Data last updated: 02/2023",47.647,47.509,37.194,31.63,37.004,38.558,36.956,38.212,36.057,37.134,35.704,42.256,42.884,2021
Cabo Verde,Gross national savings,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 Notes: The national accounts data have been revised from 2002 onward. The new data are obtained through a new computation methodology that uses an updated input-output table. The base year for the constant prices data is 2007. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: Yes, from 2011 Primary domestic currency: Cabo Verdean escudo Data last updated: 02/2023",35.22,31.221,24.6,26.759,27.922,35.379,33.128,30.368,31.174,37.342,20.693,30.999,35.395,2021
Cabo Verde,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2018 Primary domestic currency: Cabo Verdean escudo Data last updated: 02/2023,91.497,95.59,98.021,99.497,99.259,99.401,97.974,98.741,100,101.106,101.718,103.614,111.831,2021
Cabo Verde,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",2.074,4.473,2.543,1.506,-0.238,0.143,-1.436,0.783,1.275,1.106,0.605,1.863,7.93,2021
Cabo Verde,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2018 Primary domestic currency: Cabo Verdean escudo Data last updated: 02/2023,92.87,96.153,100.134,100.199,99.86,99.335,99.087,99.353,100.35,102.293,101.42,106.871,114.969,2021
Cabo Verde,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",3.44,3.534,4.14,0.065,-0.339,-0.525,-0.25,0.269,1.003,1.936,-0.853,5.375,7.577,2021
Cabo Verde,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2021 Base year: 2005 Methodology used to derive volumes: Other Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cabo Verdean escudo Data last updated: 02/2023",0.461,12.968,-13.075,-2.528,10.422,-22.579,18.988,16.063,10.556,-3.851,-7.482,-6.417,-5.677,2021
Cabo Verde,Volume of Imports of goods,Percent change,,"Source: National Statistics Office Latest actual data: 2021 Base year: 2005 Methodology used to derive volumes: Other Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cabo Verdean escudo Data last updated: 02/2023",4.045,16.463,-20.968,-2.694,12.307,-22.586,20.117,21.317,9.745,-2.989,4.497,-9.029,-6.294,2021
Cabo Verde,Volume of exports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2021 Base year: 2005 Methodology used to derive volumes: Other Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cabo Verdean escudo Data last updated: 02/2023",2.714,6.823,3.332,13.417,2.399,-6.476,12.733,1.757,9.953,10.535,-53.198,18.559,13.282,2021
Cabo Verde,Volume of exports of goods,Percent change,,"Source: National Statistics Office Latest actual data: 2021 Base year: 2005 Methodology used to derive volumes: Other Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cabo Verdean escudo Data last updated: 02/2023",29.904,36.034,-10.242,17.092,53.518,-17.045,10.23,-5.521,26.402,-1.028,-10.42,2.595,18.517,2021
Cabo Verde,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Cabo Verdean escudo Data last updated: 02/2023,10.7,12.2,16.8,16.4,15.8,12.4,15,12.2,12.2,8.5,8.5,8.5,8.5,2018
Cabo Verde,Employment,Persons,Millions,,,,,,,,,,,,,,,
Cabo Verde,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Cabo Verdean escudo Data last updated: 02/2023,0.502,0.508,0.514,0.52,0.526,0.533,0.54,0.546,0.544,0.55,0.557,0.563,0.57,2018
Cabo Verde,General government revenue,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Cabo Verdean escudo Data last updated: 02/2023,39.679,37.916,36.688,37.716,35.327,42.678,44.107,49.505,51.857,57.389,44.626,44.53,55.144,2021
Cabo Verde,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,28.635,25.632,24.402,24.535,22.875,26.892,26.606,28.599,25.757,26.825,24.691,22.627,23.699,2021
Cabo Verde,General government total expenditure,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Cabo Verdean escudo Data last updated: 02/2023,54.263,49.235,52.151,52.025,47.082,49.907,49.139,54.65,56.726,60.974,61.052,58.898,65.526,2021
Cabo Verde,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,39.159,33.284,34.686,33.843,30.487,31.448,29.641,31.572,28.175,28.5,33.779,29.928,28.161,2021
Cabo Verde,General government net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Cabo Verdean escudo Data last updated: 02/2023,-14.583,-11.319,-15.463,-14.309,-11.756,-7.229,-5.031,-5.145,-4.869,-3.585,-16.426,-14.368,-10.382,2021
Cabo Verde,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-10.524,-7.652,-10.285,-9.308,-7.612,-4.555,-3.035,-2.972,-2.418,-1.676,-9.088,-7.301,-4.462,2021
Cabo Verde,General government structural balance,National currency,Billions,,,,,,,,,,,,,,,
Cabo Verde,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,
Cabo Verde,General government primary net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Cabo Verdean escudo Data last updated: 02/2023,-12.599,-9.237,-12.887,-11.584,-8.811,-3.131,-0.843,-0.65,-0.271,1.278,-11.789,-10.178,-4.914,2021
Cabo Verde,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,-9.092,-6.244,-8.571,-7.536,-5.705,-1.973,-0.509,-0.376,-0.135,0.597,-6.523,-5.172,-2.112,2021
Cabo Verde,General government net debt,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Cabo Verdean escudo Data last updated: 02/2023,89.51,106.702,130.89,150.588,170.017,190.034,201.872,209.107,216.501,225.816,239.004,256.742,271.494,2021
Cabo Verde,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,64.596,72.133,87.056,97.961,110.089,119.745,121.77,120.803,107.534,105.55,132.235,130.458,116.678,2021
Cabo Verde,General government gross debt,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Cabo Verdean escudo Data last updated: 02/2023,100.525,116.116,136.959,157.551,179.027,200.99,212.806,220.209,230.708,243.85,262.305,281.311,296.459,2021
